Pair,Timeframe,Start,End,Strategy,Period,Final value,%,Total win,Total loss,SQN
ETHUSDT,3d.csv,2022-01-01,2024-08-31,RSI,10,11610.402,0.0,0,0,0
ETHUSDT,3d.csv,2022-01-01,2024-08-31,RSI,11,12166.03,0.0,0,0,0
ETHUSDT,3d.csv,2022-01-01,2024-08-31,RSI,12,11790.427,0.0,0,0,0
ETHUSDT,3d.csv,2022-01-01,2024-08-31,RSI,13,6120.98,0.0,0,0,0
ETHUSDT,3d.csv,2022-01-01,2024-08-31,RSI,14,7447.196,0.0,0,0,0
ETHUSDT,3d.csv,2022-01-01,2024-08-31,RSI,15,7290.283,0.0,0,0,0
ETHUSDT,3d.csv,2022-01-01,2024-08-31,RSI,16,11209.73,0.0,0,0,0
ETHUSDT,3d.csv,2022-01-01,2024-08-31,RSI,17,12657.604,0.0,0,0,0
ETHUSDT,3d.csv,2022-01-01,2024-08-31,RSI,18,13678.42,0.0,0,0,0
ETHUSDT,3d.csv,2022-01-01,2024-08-31,RSI,19,5679.858,0.0,0,0,0
ETHUSDT,3d.csv,2022-01-01,2024-08-31,RSI,20,7507.786,0.0,0,0,0
ETHUSDT,3d.csv,2022-01-01,2024-08-31,RSI,21,8406.347,0.0,0,0,0
ETHUSDT,3d.csv,2022-01-01,2024-08-31,RSI,22,9670.067,0.0,0,0,0
ETHUSDT,3d.csv,2022-01-01,2024-08-31,RSI,23,10008.218,0.0,0,0,0
ETHUSDT,3d.csv,2022-01-01,2024-08-31,RSI,24,9346.834,0.0,0,0,0
ETHUSDT,3d.csv,2022-01-01,2024-08-31,RSI,25,10198.496,0.0,0,0,0
ETHUSDT,3d.csv,2022-01-01,2024-08-31,RSI,26,10228.733,0.0,0,0,0
ETHUSDT,3d.csv,2022-01-01,2024-08-31,RSI,27,8938.943,0.0,0,0,0
ETHUSDT,3d.csv,2022-01-01,2024-08-31,RSI,28,11012.856,0.0,0,0,0
ETHUSDT,3d.csv,2022-01-01,2024-08-31,RSI,29,10861.91,0.0,0,0,0
ETHUSDT,3d.csv,2022-01-01,2024-08-31,RSI,30,10886.597,0.0,0,0,0
