Pair,Timeframe,Start,End,Strategy,Period,Final value,%,Total win,Total loss,SQN
BTCUSDT,5m.csv,2022-01-01,2024-08-31,SMA,10,10260.676,0.0,0,0,0
BTCUSDT,5m.csv,2022-01-01,2024-08-31,SMA,11,10260.676,0.0,0,0,0
BTCUSDT,5m.csv,2022-01-01,2024-08-31,SMA,12,10260.676,0.0,0,0,0
BTCUSDT,5m.csv,2022-01-01,2024-08-31,SMA,13,10260.676,0.0,0,0,0
BTCUSDT,5m.csv,2022-01-01,2024-08-31,SMA,14,10260.676,0.0,0,0,0
BTCUSDT,5m.csv,2022-01-01,2024-08-31,SMA,15,10260.676,0.0,0,0,0
BTCUSDT,5m.csv,2022-01-01,2024-08-31,SMA,16,10261.505,0.0,0,0,0
BTCUSDT,5m.csv,2022-01-01,2024-08-31,SMA,17,10262.332,0.0,0,0,0
BTCUSDT,5m.csv,2022-01-01,2024-08-31,SMA,18,10261.531,0.0,0,0,0
BTCUSDT,5m.csv,2022-01-01,2024-08-31,SMA,19,10262.785,0.0,0,0,0
BTCUSDT,5m.csv,2022-01-01,2024-08-31,SMA,20,10263.608,0.0,0,0,0
BTCUSDT,5m.csv,2022-01-01,2024-08-31,SMA,21,10263.555,0.0,0,0,0
BTCUSDT,5m.csv,2022-01-01,2024-08-31,SMA,22,10262.23,0.0,0,0,0
BTCUSDT,5m.csv,2022-01-01,2024-08-31,SMA,23,10263.336,0.0,0,0,0
BTCUSDT,5m.csv,2022-01-01,2024-08-31,SMA,24,10262.1,0.0,0,0,0
BTCUSDT,5m.csv,2022-01-01,2024-08-31,SMA,25,10262.311,0.0,0,0,0
BTCUSDT,5m.csv,2022-01-01,2024-08-31,SMA,26,10261.506,0.0,0,0,0
BTCUSDT,5m.csv,2022-01-01,2024-08-31,SMA,27,10259.663,0.0,0,0,0
BTCUSDT,5m.csv,2022-01-01,2024-08-31,SMA,28,10261.625,0.0,0,0,0
BTCUSDT,5m.csv,2022-01-01,2024-08-31,SMA,29,10262.045,0.0,0,0,0
BTCUSDT,5m.csv,2022-01-01,2024-08-31,SMA,30,10263.054,0.0,0,0,0
