Pair,Timeframe,Start,End,Strategy,Period,Final value,%,Total win,Total loss,SQN
BTCUSDT,3d.csv,2022-01-01,2024-08-31,RSI,10,8409.793,0.0,0,0,0
BTCUSDT,3d.csv,2022-01-01,2024-08-31,RSI,11,12113.35,0.0,0,0,0
BTCUSDT,3d.csv,2022-01-01,2024-08-31,RSI,12,8273.025,0.0,0,0,0
BTCUSDT,3d.csv,2022-01-01,2024-08-31,RSI,13,7670.397,0.0,0,0,0
BTCUSDT,3d.csv,2022-01-01,2024-08-31,RSI,14,8178.423,0.0,0,0,0
BTCUSDT,3d.csv,2022-01-01,2024-08-31,RSI,15,8500.141,0.0,0,0,0
BTCUSDT,3d.csv,2022-01-01,2024-08-31,RSI,16,11148.81,0.0,0,0,0
BTCUSDT,3d.csv,2022-01-01,2024-08-31,RSI,17,13000.579,0.0,0,0,0
BTCUSDT,3d.csv,2022-01-01,2024-08-31,RSI,18,15169.081,0.0,0,0,0
BTCUSDT,3d.csv,2022-01-01,2024-08-31,RSI,19,4393.476,0.0,0,0,0
BTCUSDT,3d.csv,2022-01-01,2024-08-31,RSI,20,6768.86,0.0,0,0,0
BTCUSDT,3d.csv,2022-01-01,2024-08-31,RSI,21,7436.576,0.0,0,0,0
BTCUSDT,3d.csv,2022-01-01,2024-08-31,RSI,22,11924.945,0.0,0,0,0
BTCUSDT,3d.csv,2022-01-01,2024-08-31,RSI,23,7799.285,0.0,0,0,0
BTCUSDT,3d.csv,2022-01-01,2024-08-31,RSI,24,7474.874,0.0,0,0,0
BTCUSDT,3d.csv,2022-01-01,2024-08-31,RSI,25,7869.559,0.0,0,0,0
BTCUSDT,3d.csv,2022-01-01,2024-08-31,RSI,26,10443.682,0.0,0,0,0
BTCUSDT,3d.csv,2022-01-01,2024-08-31,RSI,27,12279.674,0.0,0,0,0
BTCUSDT,3d.csv,2022-01-01,2024-08-31,RSI,28,12835.34,0.0,0,0,0
BTCUSDT,3d.csv,2022-01-01,2024-08-31,RSI,29,12642.707,0.0,0,0,0
BTCUSDT,3d.csv,2022-01-01,2024-08-31,RSI,30,12113.379,0.0,0,0,0
