Pair,Timeframe,Start,End,Strategy,Period,Final value,%,Total win,Total loss,SQN
ETHUSDT,4h.csv,2022-01-01,2024-08-31,SMA,10,12126.971,0.0,0,0,0
ETHUSDT,4h.csv,2022-01-01,2024-08-31,SMA,11,6183.556,0.0,0,0,0
ETHUSDT,4h.csv,2022-01-01,2024-08-31,SMA,12,12904.815,0.0,0,0,0
ETHUSDT,4h.csv,2022-01-01,2024-08-31,SMA,13,7676.437,0.0,0,0,0
ETHUSDT,4h.csv,2022-01-01,2024-08-31,SMA,14,12113.214,0.0,0,0,0
ETHUSDT,4h.csv,2022-01-01,2024-08-31,SMA,15,11666.058,0.0,0,0,0
ETHUSDT,4h.csv,2022-01-01,2024-08-31,SMA,16,11360.16,0.0,0,0,0
ETHUSDT,4h.csv,2022-01-01,2024-08-31,SMA,17,6612.235,0.0,0,0,0
ETHUSDT,4h.csv,2022-01-01,2024-08-31,SMA,18,13941.77,0.0,0,0,0
ETHUSDT,4h.csv,2022-01-01,2024-08-31,SMA,19,6592.967,0.0,0,0,0
ETHUSDT,4h.csv,2022-01-01,2024-08-31,SMA,20,11514.566,0.0,0,0,0
ETHUSDT,4h.csv,2022-01-01,2024-08-31,SMA,21,10266.19,0.0,0,0,0
ETHUSDT,4h.csv,2022-01-01,2024-08-31,SMA,22,9965.618,0.0,0,0,0
ETHUSDT,4h.csv,2022-01-01,2024-08-31,SMA,23,9744.129,0.0,0,0,0
ETHUSDT,4h.csv,2022-01-01,2024-08-31,SMA,24,9574.27,0.0,0,0,0
ETHUSDT,4h.csv,2022-01-01,2024-08-31,SMA,25,10286.53,0.0,0,0,0
ETHUSDT,4h.csv,2022-01-01,2024-08-31,SMA,26,10992.764,0.0,0,0,0
ETHUSDT,4h.csv,2022-01-01,2024-08-31,SMA,27,10863.643,0.0,0,0,0
ETHUSDT,4h.csv,2022-01-01,2024-08-31,SMA,28,10880.793,0.0,0,0,0
ETHUSDT,4h.csv,2022-01-01,2024-08-31,SMA,29,8950.733,0.0,0,0,0
ETHUSDT,4h.csv,2022-01-01,2024-08-31,SMA,30,9021.825,0.0,0,0,0
