Pair,Timeframe,Start,End,Strategy,Period,Final value,%,Total win,Total loss,SQN
ETHUSDT,2h.csv,2022-01-01,2024-08-31,RSI,10,12223.151,0.0,0,0,0
ETHUSDT,2h.csv,2022-01-01,2024-08-31,RSI,11,5903.339,0.0,0,0,0
ETHUSDT,2h.csv,2022-01-01,2024-08-31,RSI,12,6722.353,0.0,0,0,0
ETHUSDT,2h.csv,2022-01-01,2024-08-31,RSI,13,7695.558,0.0,0,0,0
ETHUSDT,2h.csv,2022-01-01,2024-08-31,RSI,14,12252.942,0.0,0,0,0
ETHUSDT,2h.csv,2022-01-01,2024-08-31,RSI,15,8012.171,0.0,0,0,0
ETHUSDT,2h.csv,2022-01-01,2024-08-31,RSI,16,8397.41,0.0,0,0,0
ETHUSDT,2h.csv,2022-01-01,2024-08-31,RSI,17,6564.597,0.0,0,0,0
ETHUSDT,2h.csv,2022-01-01,2024-08-31,RSI,18,5909.948,0.0,0,0,0
ETHUSDT,2h.csv,2022-01-01,2024-08-31,RSI,19,7050.091,0.0,0,0,0
ETHUSDT,2h.csv,2022-01-01,2024-08-31,RSI,20,8139.529,0.0,0,0,0
ETHUSDT,2h.csv,2022-01-01,2024-08-31,RSI,21,10331.849,0.0,0,0,0
ETHUSDT,2h.csv,2022-01-01,2024-08-31,RSI,22,9941.093,0.0,0,0,0
ETHUSDT,2h.csv,2022-01-01,2024-08-31,RSI,23,9828.062,0.0,0,0,0
ETHUSDT,2h.csv,2022-01-01,2024-08-31,RSI,24,10376.538,0.0,0,0,0
ETHUSDT,2h.csv,2022-01-01,2024-08-31,RSI,25,10320.071,0.0,0,0,0
ETHUSDT,2h.csv,2022-01-01,2024-08-31,RSI,26,11096.334,0.0,0,0,0
ETHUSDT,2h.csv,2022-01-01,2024-08-31,RSI,27,8858.71,0.0,0,0,0
ETHUSDT,2h.csv,2022-01-01,2024-08-31,RSI,28,8873.775,0.0,0,0,0
ETHUSDT,2h.csv,2022-01-01,2024-08-31,RSI,29,8882.671,0.0,0,0,0
ETHUSDT,2h.csv,2022-01-01,2024-08-31,RSI,30,8899.861,0.0,0,0,0
