Pair,Timeframe,Start,End,Strategy,Period,Final value,%,Total win,Total loss,SQN
BTCUSDT,2h.csv,2022-01-01,2024-08-31,SMA,10,11693.176,0.0,0,0,0
BTCUSDT,2h.csv,2022-01-01,2024-08-31,SMA,11,6363.701,0.0,0,0,0
BTCUSDT,2h.csv,2022-01-01,2024-08-31,SMA,12,11908.771,0.0,0,0,0
BTCUSDT,2h.csv,2022-01-01,2024-08-31,SMA,13,8274.842,0.0,0,0,0
BTCUSDT,2h.csv,2022-01-01,2024-08-31,SMA,14,8707.237,0.0,0,0,0
BTCUSDT,2h.csv,2022-01-01,2024-08-31,SMA,15,8541.656,0.0,0,0,0
BTCUSDT,2h.csv,2022-01-01,2024-08-31,SMA,16,7742.078,0.0,0,0,0
BTCUSDT,2h.csv,2022-01-01,2024-08-31,SMA,17,14876.245,0.0,0,0,0
BTCUSDT,2h.csv,2022-01-01,2024-08-31,SMA,18,15557.334,0.0,0,0,0
BTCUSDT,2h.csv,2022-01-01,2024-08-31,SMA,19,6425.779,0.0,0,0,0
BTCUSDT,2h.csv,2022-01-01,2024-08-31,SMA,20,12664.822,0.0,0,0,0
BTCUSDT,2h.csv,2022-01-01,2024-08-31,SMA,21,12159.354,0.0,0,0,0
BTCUSDT,2h.csv,2022-01-01,2024-08-31,SMA,22,7879.014,0.0,0,0,0
BTCUSDT,2h.csv,2022-01-01,2024-08-31,SMA,23,8260.563,0.0,0,0,0
BTCUSDT,2h.csv,2022-01-01,2024-08-31,SMA,24,8814.504,0.0,0,0,0
BTCUSDT,2h.csv,2022-01-01,2024-08-31,SMA,25,8169.898,0.0,0,0,0
BTCUSDT,2h.csv,2022-01-01,2024-08-31,SMA,26,15059.855,0.0,0,0,0
BTCUSDT,2h.csv,2022-01-01,2024-08-31,SMA,27,5078.361,0.0,0,0,0
BTCUSDT,2h.csv,2022-01-01,2024-08-31,SMA,28,5178.552,0.0,0,0,0
BTCUSDT,2h.csv,2022-01-01,2024-08-31,SMA,29,5096.266,0.0,0,0,0
BTCUSDT,2h.csv,2022-01-01,2024-08-31,SMA,30,5163.623,0.0,0,0,0
