Pair,Timeframe,Start,End,Strategy,Period,Final value,%,Total win,Total loss,SQN
BTCUSDT,2h.csv,2022-01-01,2024-08-31,RSI,10,11693.176,0.0,0,0,0
BTCUSDT,2h.csv,2022-01-01,2024-08-31,RSI,11,6363.701,0.0,0,0,0
BTCUSDT,2h.csv,2022-01-01,2024-08-31,RSI,12,11908.771,0.0,0,0,0
BTCUSDT,2h.csv,2022-01-01,2024-08-31,RSI,13,8274.842,0.0,0,0,0
BTCUSDT,2h.csv,2022-01-01,2024-08-31,RSI,14,8707.237,0.0,0,0,0
BTCUSDT,2h.csv,2022-01-01,2024-08-31,RSI,15,8541.656,0.0,0,0,0
BTCUSDT,2h.csv,2022-01-01,2024-08-31,RSI,16,7742.078,0.0,0,0,0
BTCUSDT,2h.csv,2022-01-01,2024-08-31,RSI,17,14876.245,0.0,0,0,0
BTCUSDT,2h.csv,2022-01-01,2024-08-31,RSI,18,15557.334,0.0,0,0,0
BTCUSDT,2h.csv,2022-01-01,2024-08-31,RSI,19,6425.779,0.0,0,0,0
BTCUSDT,2h.csv,2022-01-01,2024-08-31,RSI,20,12664.822,0.0,0,0,0
BTCUSDT,2h.csv,2022-01-01,2024-08-31,RSI,21,12159.354,0.0,0,0,0
BTCUSDT,2h.csv,2022-01-01,2024-08-31,RSI,22,7879.014,0.0,0,0,0
BTCUSDT,2h.csv,2022-01-01,2024-08-31,RSI,23,8260.563,0.0,0,0,0
BTCUSDT,2h.csv,2022-01-01,2024-08-31,RSI,24,8814.504,0.0,0,0,0
BTCUSDT,2h.csv,2022-01-01,2024-08-31,RSI,25,8169.898,0.0,0,0,0
BTCUSDT,2h.csv,2022-01-01,2024-08-31,RSI,26,15059.855,0.0,0,0,0
BTCUSDT,2h.csv,2022-01-01,2024-08-31,RSI,27,5078.361,0.0,0,0,0
BTCUSDT,2h.csv,2022-01-01,2024-08-31,RSI,28,5178.552,0.0,0,0,0
BTCUSDT,2h.csv,2022-01-01,2024-08-31,RSI,29,5096.266,0.0,0,0,0
BTCUSDT,2h.csv,2022-01-01,2024-08-31,RSI,30,5163.623,0.0,0,0,0
